DECILGEN;KOMMUNEDK;TID;INDHOLD 
5DC Fifth decil;265 Roskilde;2004 2004;190252
6DC Sixth decil;265 Roskilde;2004 2004;209054
7DC Seventh decil;265 Roskilde;2004 2004;228844
8DC Eigth decil;265 Roskilde;2004 2004;253180
9DC Ninth decil;265 Roskilde;2004 2004;287798
10DC Tenth decil;265 Roskilde;2004 2004;414627
1DC First decil;269 Solrød;2004 2004;94458
2DC Second decil;269 Solrød;2004 2004;142557
3DC Third decil;269 Solrød;2004 2004;168487
4DC Fourth decil;269 Solrød;2004 2004;188756
5DC Fifth decil;269 Solrød;2004 2004;206002
6DC Sixth decil;269 Solrød;2004 2004;223182
7DC Seventh decil;269 Solrød;2004 2004;242139
8DC Eigth decil;269 Solrød;2004 2004;266172
9DC Ninth decil;269 Solrød;2004 2004;301199
10DC Tenth decil;269 Solrød;2004 2004;439049
1DC First decil;270 Gribskov;2004 2004;83080
2DC Second decil;270 Gribskov;2004 2004;130013
3DC Third decil;270 Gribskov;2004 2004;151060
4DC Fourth decil;270 Gribskov;2004 2004;169267
5DC Fifth decil;270 Gribskov;2004 2004;185584
6DC Sixth decil;270 Gribskov;2004 2004;201562
7DC Seventh decil;270 Gribskov;2004 2004;219313
8DC Eigth decil;270 Gribskov;2004 2004;241201
9DC Ninth decil;270 Gribskov;2004 2004;273515
10DC Tenth decil;270 Gribskov;2004 2004;389394
1DC First decil;306 Odsherred;2004 2004;74881
2DC Second decil;306 Odsherred;2004 2004;113571
3DC Third decil;306 Odsherred;2004 2004;127689
4DC Fourth decil;306 Odsherred;2004 2004;142882
5DC Fifth decil;306 Odsherred;2004 2004;156912
6DC Sixth decil;306 Odsherred;2004 2004;170467
7DC Seventh decil;306 Odsherred;2004 2004;185784
8DC Eigth decil;306 Odsherred;2004 2004;203915
9DC Ninth decil;306 Odsherred;2004 2004;231153
10DC Tenth decil;306 Odsherred;2004 2004;327312
1DC First decil;316 Holbæk;2004 2004;70788
2DC Second decil;316 Holbæk;2004 2004;115110
3DC Third decil;316 Holbæk;2004 2004;133025
4DC Fourth decil;316 Holbæk;2004 2004;151036
5DC Fifth decil;316 Holbæk;2004 2004;168247
6DC Sixth decil;316 Holbæk;2004 2004;184851
7DC Seventh decil;316 Holbæk;2004 2004;202017
8DC Eigth decil;316 Holbæk;2004 2004;222654
9DC Ninth decil;316 Holbæk;2004 2004;252451
10DC Tenth decil;316 Holbæk;2004 2004;355491
1DC First decil;320 Faxe;2004 2004;77714
2DC Second decil;320 Faxe;2004 2004;118011
3DC Third decil;320 Faxe;2004 2004;135330
4DC Fourth decil;320 Faxe;2004 2004;152653
5DC Fifth decil;320 Faxe;2004 2004;168391
6DC Sixth decil;320 Faxe;2004 2004;182963
7DC Seventh decil;320 Faxe;2004 2004;199029
8DC Eigth decil;320 Faxe;2004 2004;217619
9DC Ninth decil;320 Faxe;2004 2004;245565
10DC Tenth decil;320 Faxe;2004 2004;339932
1DC First decil;326 Kalundborg;2004 2004;75578
2DC Second decil;326 Kalundborg;2004 2004;113681
3DC Third decil;326 Kalundborg;2004 2004;129751
4DC Fourth decil;326 Kalundborg;2004 2004;146517
5DC Fifth decil;326 Kalundborg;2004 2004;163027
6DC Sixth decil;326 Kalundborg;2004 2004;178909
7DC Seventh decil;326 Kalundborg;2004 2004;195206
8DC Eigth decil;326 Kalundborg;2004 2004;214177
9DC Ninth decil;326 Kalundborg;2004 2004;242357
10DC Tenth decil;326 Kalundborg;2004 2004;331223
1DC First decil;329 Ringsted;2004 2004;81616
2DC Second decil;329 Ringsted;2004 2004;116621
3DC Third decil;329 Ringsted;2004 2004;134106
4DC Fourth decil;329 Ringsted;2004 2004;152653
5DC Fifth decil;329 Ringsted;2004 2004;169398
6DC Sixth decil;329 Ringsted;2004 2004;185231
7DC Seventh decil;329 Ringsted;2004 2004;201448
8DC Eigth decil;329 Ringsted;2004 2004;221045
9DC Ninth decil;329 Ringsted;2004 2004;249690
10DC Tenth decil;329 Ringsted;2004 2004;353550
1DC First decil;330 Slagelse;2004 2004;73779
2DC Second decil;330 Slagelse;2004 2004;109631
3DC Third decil;330 Slagelse;2004 2004;125058
4DC Fourth decil;330 Slagelse;2004 2004;140680
5DC Fifth decil;330 Slagelse;2004 2004;156808
6DC Sixth decil;330 Slagelse;2004 2004;172515
7DC Seventh decil;330 Slagelse;2004 2004;189302
8DC Eigth decil;330 Slagelse;2004 2004;208365
9DC Ninth decil;330 Slagelse;2004 2004;235718
10DC Tenth decil;330 Slagelse;2004 2004;331211
1DC First decil;336 Stevns;2004 2004;84857
2DC Second decil;336 Stevns;2004 2004;122861
3DC Third decil;336 Stevns;2004 2004;141347
4DC Fourth decil;336 Stevns;2004 2004;158863
5DC Fifth decil;336 Stevns;2004 2004;174047
6DC Sixth decil;336 Stevns;2004 2004;188153
7DC Seventh decil;336 Stevns;2004 2004;205015
8DC Eigth decil;336 Stevns;2004 2004;225676
9DC Ninth decil;336 Stevns;2004 2004;255695
10DC Tenth decil;336 Stevns;2004 2004;357782
1DC First decil;340 Sorø;2004 2004;77653
2DC Second decil;340 Sorø;2004 2004;117802
3DC Third decil;340 Sorø;2004 2004;135757
4DC Fourth decil;340 Sorø;2004 2004;151944
5DC Fifth decil;340 Sorø;2004 2004;167033
6DC Sixth decil;340 Sorø;2004 2004;182023
7DC Seventh decil;340 Sorø;2004 2004;197909
8DC Eigth decil;340 Sorø;2004 2004;217381
9DC Ninth decil;340 Sorø;2004 2004;247446
10DC Tenth decil;340 Sorø;2004 2004;354512
1DC First decil;350 Lejre;2004 2004;91437
2DC Second decil;350 Lejre;2004 2004;137802
3DC Third decil;350 Lejre;2004 2004;161829
4DC Fourth decil;350 Lejre;2004 2004;180177
5DC Fifth decil;350 Lejre;2004 2004;196267
6DC Sixth decil;350 Lejre;2004 2004;211886
7DC Seventh decil;350 Lejre;2004 2004;230519
8DC Eigth decil;350 Lejre;2004 2004;254289
9DC Ninth decil;350 Lejre;2004 2004;287436
10DC Tenth decil;350 Lejre;2004 2004;396940
1DC First decil;360 Lolland;2004 2004;68958
2DC Second decil;360 Lolland;2004 2004;104009
3DC Third decil;360 Lolland;2004 2004;115457
4DC Fourth decil;360 Lolland;2004 2004;127449
5DC Fifth decil;360 Lolland;2004 2004;140026
6DC Sixth decil;360 Lolland;2004 2004;154222
7DC Seventh decil;360 Lolland;2004 2004;169981
8DC Eigth decil;360 Lolland;2004 2004;188783
9DC Ninth decil;360 Lolland;2004 2004;216293
10DC Tenth decil;360 Lolland;2004 2004;316321
1DC First decil;370 Næstved;2004 2004;74934
2DC Second decil;370 Næstved;2004 2004;115059
3DC Third decil;370 Næstved;2004 2004;131778
4DC Fourth decil;370 Næstved;2004 2004;148600
5DC Fifth decil;370 Næstved;2004 2004;164549
6DC Sixth decil;370 Næstved;2004 2004;180096
7DC Seventh decil;370 Næstved;2004 2004;196040
8DC Eigth decil;370 Næstved;2004 2004;215486
9DC Ninth decil;370 Næstved;2004 2004;242890
10DC Tenth decil;370 Næstved;2004 2004;343732
1DC First decil;376 Guldborgsund;2004 2004;70752
2DC Second decil;376 Guldborgsund;2004 2004;109799
3DC Third decil;376 Guldborgsund;2004 2004;123267
4DC Fourth decil;376 Guldborgsund;2004 2004;137711
5DC Fifth decil;376 Guldborgsund;2004 2004;152644
6DC Sixth decil;376 Guldborgsund;2004 2004;167131
7DC Seventh decil;376 Guldborgsund;2004 2004;183152
8DC Eigth decil;376 Guldborgsund;2004 2004;202467
9DC Ninth decil;376 Guldborgsund;2004 2004;229923
10DC Tenth decil;376 Guldborgsund;2004 2004;323706
1DC First decil;390 Vordingborg;2004 2004;68467
2DC Second decil;390 Vordingborg;2004 2004;111514
3DC Third decil;390 Vordingborg;2004 2004;126025
4DC Fourth decil;390 Vordingborg;2004 2004;140575
5DC Fifth decil;390 Vordingborg;2004 2004;155653
6DC Sixth decil;390 Vordingborg;2004 2004;170544
7DC Seventh decil;390 Vordingborg;2004 2004;186766
8DC Eigth decil;390 Vordingborg;2004 2004;206045
9DC Ninth decil;390 Vordingborg;2004 2004;232868
10DC Tenth decil;390 Vordingborg;2004 2004;326963
1DC First decil;400 Bornholm;2004 2004;73508
2DC Second decil;400 Bornholm;2004 2004;109062
3DC Third decil;400 Bornholm;2004 2004;121608
4DC Fourth decil;400 Bornholm;2004 2004;134584
5DC Fifth decil;400 Bornholm;2004 2004;147368
6DC Sixth decil;400 Bornholm;2004 2004;159703
7DC Seventh decil;400 Bornholm;2004 2004;173443
8DC Eigth decil;400 Bornholm;2004 2004;190767
9DC Ninth decil;400 Bornholm;2004 2004;216525
10DC Tenth decil;400 Bornholm;2004 2004;318294
1DC First decil;410 Middelfart;2004 2004;83831
2DC Second decil;410 Middelfart;2004 2004;119107
3DC Third decil;410 Middelfart;2004 2004;135700
4DC Fourth decil;410 Middelfart;2004 2004;151461
5DC Fifth decil;410 Middelfart;2004 2004;165412
6DC Sixth decil;410 Middelfart;2004 2004;179771
7DC Seventh decil;410 Middelfart;2004 2004;195912
8DC Eigth decil;410 Middelfart;2004 2004;215763
9DC Ninth decil;410 Middelfart;2004 2004;245246
10DC Tenth decil;410 Middelfart;2004 2004;356043
1DC First decil;420 Assens;2004 2004;77874
2DC Second decil;420 Assens;2004 2004;114733
3DC Third decil;420 Assens;2004 2004;129720
4DC Fourth decil;420 Assens;2004 2004;144513
5DC Fifth decil;420 Assens;2004 2004;158599
6DC Sixth decil;420 Assens;2004 2004;171914
7DC Seventh decil;420 Assens;2004 2004;186407
8DC Eigth decil;420 Assens;2004 2004;204216
9DC Ninth decil;420 Assens;2004 2004;230587
10DC Tenth decil;420 Assens;2004 2004;330680
1DC First decil;430 Faaborg-Midtfyn;2004 2004;76266
2DC Second decil;430 Faaborg-Midtfyn;2004 2004;114008
3DC Third decil;430 Faaborg-Midtfyn;2004 2004;128462
4DC Fourth decil;430 Faaborg-Midtfyn;2004 2004;143071
5DC Fifth decil;430 Faaborg-Midtfyn;2004 2004;157074
6DC Sixth decil;430 Faaborg-Midtfyn;2004 2004;170470
7DC Seventh decil;430 Faaborg-Midtfyn;2004 2004;185234
8DC Eigth decil;430 Faaborg-Midtfyn;2004 2004;203787
9DC Ninth decil;430 Faaborg-Midtfyn;2004 2004;230334
10DC Tenth decil;430 Faaborg-Midtfyn;2004 2004;326916
1DC First decil;440 Kerteminde;2004 2004;84822
2DC Second decil;440 Kerteminde;2004 2004;119039
3DC Third decil;440 Kerteminde;2004 2004;134277
4DC Fourth decil;440 Kerteminde;2004 2004;148949
5DC Fifth decil;440 Kerteminde;2004 2004;162874
6DC Sixth decil;440 Kerteminde;2004 2004;176187
7DC Seventh decil;440 Kerteminde;2004 2004;191492
8DC Eigth decil;440 Kerteminde;2004 2004;210200
9DC Ninth decil;440 Kerteminde;2004 2004;237786
10DC Tenth decil;440 Kerteminde;2004 2004;347110
1DC First decil;450 Nyborg;2004 2004;76507
2DC Second decil;450 Nyborg;2004 2004;113125
3DC Third decil;450 Nyborg;2004 2004;127715
4DC Fourth decil;450 Nyborg;2004 2004;142560
5DC Fifth decil;450 Nyborg;2004 2004;156228
6DC Sixth decil;450 Nyborg;2004 2004;169700
7DC Seventh decil;450 Nyborg;2004 2004;184250
8DC Eigth decil;450 Nyborg;2004 2004;202595
9DC Ninth decil;450 Nyborg;2004 2004;228418
10DC Tenth decil;450 Nyborg;2004 2004;326054
1DC First decil;461 Odense;2004 2004;62595
2DC Second decil;461 Odense;2004 2004;100698
3DC Third decil;461 Odense;2004 2004;118112
4DC Fourth decil;461 Odense;2004 2004;134635
5DC Fifth decil;461 Odense;2004 2004;151740
6DC Sixth decil;461 Odense;2004 2004;168506
7DC Seventh decil;461 Odense;2004 2004;185630
8DC Eigth decil;461 Odense;2004 2004;205278
9DC Ninth decil;461 Odense;2004 2004;233893
10DC Tenth decil;461 Odense;2004 2004;339455
1DC First decil;479 Svendborg;2004 2004;64319
2DC Second decil;479 Svendborg;2004 2004;109584
3DC Third decil;479 Svendborg;2004 2004;124623
4DC Fourth decil;479 Svendborg;2004 2004;140590
5DC Fifth decil;479 Svendborg;2004 2004;155082
6DC Sixth decil;479 Svendborg;2004 2004;169081
7DC Seventh decil;479 Svendborg;2004 2004;185046
8DC Eigth decil;479 Svendborg;2004 2004;204755
9DC Ninth decil;479 Svendborg;2004 2004;233677
10DC Tenth decil;479 Svendborg;2004 2004;344348
1DC First decil;480 Nordfyns;2004 2004;74909
2DC Second decil;480 Nordfyns;2004 2004;114592
3DC Third decil;480 Nordfyns;2004 2004;129517
4DC Fourth decil;480 Nordfyns;2004 2004;144638
5DC Fifth decil;480 Nordfyns;2004 2004;158041
6DC Sixth decil;480 Nordfyns;2004 2004;170760
7DC Seventh decil;480 Nordfyns;2004 2004;184736
8DC Eigth decil;480 Nordfyns;2004 2004;202324
9DC Ninth decil;480 Nordfyns;2004 2004;228826
10DC Tenth decil;480 Nordfyns;2004 2004;321924
1DC First decil;482 Langeland;2004 2004;55013
2DC Second decil;482 Langeland;2004 2004;105667
3DC Third decil;482 Langeland;2004 2004;116782
4DC Fourth decil;482 Langeland;2004 2004;128467
5DC Fifth decil;482 Langeland;2004 2004;141383
6DC Sixth decil;482 Langeland;2004 2004;154486
7DC Seventh decil;482 Langeland;2004 2004;168808
8DC Eigth decil;482 Langeland;2004 2004;186418
9DC Ninth decil;482 Langeland;2004 2004;211263
10DC Tenth decil;482 Langeland;2004 2004;293823
1DC First decil;492 Ærø;2004 2004;70603
2DC Second decil;492 Ærø;2004 2004;106101
3DC Third decil;492 Ærø;2004 2004;117933
4DC Fourth decil;492 Ærø;2004 2004;131692
5DC Fifth decil;492 Ærø;2004 2004;146254
6DC Sixth decil;492 Ærø;2004 2004;161025
7DC Seventh decil;492 Ærø;2004 2004;175279
8DC Eigth decil;492 Ærø;2004 2004;193786
9DC Ninth decil;492 Ærø;2004 2004;222031
10DC Tenth decil;492 Ærø;2004 2004;331342
1DC First decil;510 Haderslev;2004 2004;69862
2DC Second decil;510 Haderslev;2004 2004;112124
3DC Third decil;510 Haderslev;2004 2004;127069
4DC Fourth decil;510 Haderslev;2004 2004;142606
5DC Fifth decil;510 Haderslev;2004 2004;156855
6DC Sixth decil;510 Haderslev;2004 2004;170677
7DC Seventh decil;510 Haderslev;2004 2004;185744
8DC Eigth decil;510 Haderslev;2004 2004;203954
9DC Ninth decil;510 Haderslev;2004 2004;231304
10DC Tenth decil;510 Haderslev;2004 2004;344796
1DC First decil;530 Billund;2004 2004;82475
2DC Second decil;530 Billund;2004 2004;117923
3DC Third decil;530 Billund;2004 2004;136078
4DC Fourth decil;530 Billund;2004 2004;152200
5DC Fifth decil;530 Billund;2004 2004;165582
6DC Sixth decil;530 Billund;2004 2004;179225
7DC Seventh decil;530 Billund;2004 2004;193694
8DC Eigth decil;530 Billund;2004 2004;211813
9DC Ninth decil;530 Billund;2004 2004;238985
10DC Tenth decil;530 Billund;2004 2004;360120
1DC First decil;540 Sønderborg;2004 2004;75172
2DC Second decil;540 Sønderborg;2004 2004;112733
3DC Third decil;540 Sønderborg;2004 2004;127947
4DC Fourth decil;540 Sønderborg;2004 2004;143610
5DC Fifth decil;540 Sønderborg;2004 2004;158181
6DC Sixth decil;540 Sønderborg;2004 2004;172497
7DC Seventh decil;540 Sønderborg;2004 2004;188046
8DC Eigth decil;540 Sønderborg;2004 2004;206888
9DC Ninth decil;540 Sønderborg;2004 2004;235328
10DC Tenth decil;540 Sønderborg;2004 2004;353275
1DC First decil;550 Tønder;2004 2004;66588
2DC Second decil;550 Tønder;2004 2004;109611
3DC Third decil;550 Tønder;2004 2004;123879
4DC Fourth decil;550 Tønder;2004 2004;138587
5DC Fifth decil;550 Tønder;2004 2004;152599
6DC Sixth decil;550 Tønder;2004 2004;166117
7DC Seventh decil;550 Tønder;2004 2004;180402
8DC Eigth decil;550 Tønder;2004 2004;198783
9DC Ninth decil;550 Tønder;2004 2004;227223
10DC Tenth decil;550 Tønder;2004 2004;340459
1DC First decil;561 Esbjerg;2004 2004;74933
2DC Second decil;561 Esbjerg;2004 2004;112429
3DC Third decil;561 Esbjerg;2004 2004;129279
4DC Fourth decil;561 Esbjerg;2004 2004;146072
5DC Fifth decil;561 Esbjerg;2004 2004;161891
6DC Sixth decil;561 Esbjerg;2004 2004;176604
7DC Seventh decil;561 Esbjerg;2004 2004;192593
8DC Eigth decil;561 Esbjerg;2004 2004;211922
9DC Ninth decil;561 Esbjerg;2004 2004;240187
10DC Tenth decil;561 Esbjerg;2004 2004;353374
1DC First decil;563 Fanø;2004 2004;77887
2DC Second decil;563 Fanø;2004 2004;125260
3DC Third decil;563 Fanø;2004 2004;145697
4DC Fourth decil;563 Fanø;2004 2004;161048
5DC Fifth decil;563 Fanø;2004 2004;178214
6DC Sixth decil;563 Fanø;2004 2004;195914
7DC Seventh decil;563 Fanø;2004 2004;214433
8DC Eigth decil;563 Fanø;2004 2004;236884
9DC Ninth decil;563 Fanø;2004 2004;271483
10DC Tenth decil;563 Fanø;2004 2004;394102
1DC First decil;573 Varde;2004 2004;76161
2DC Second decil;573 Varde;2004 2004;115657
3DC Third decil;573 Varde;2004 2004;132915
4DC Fourth decil;573 Varde;2004 2004;149530
5DC Fifth decil;573 Varde;2004 2004;163714
6DC Sixth decil;573 Varde;2004 2004;177553
7DC Seventh decil;573 Varde;2004 2004;192389
8DC Eigth decil;573 Varde;2004 2004;210562
9DC Ninth decil;573 Varde;2004 2004;237007
10DC Tenth decil;573 Varde;2004 2004;344655
1DC First decil;575 Vejen;2004 2004;75487
2DC Second decil;575 Vejen;2004 2004;113894
3DC Third decil;575 Vejen;2004 2004;129645
4DC Fourth decil;575 Vejen;2004 2004;144945
5DC Fifth decil;575 Vejen;2004 2004;158762
6DC Sixth decil;575 Vejen;2004 2004;172233
7DC Seventh decil;575 Vejen;2004 2004;186782
8DC Eigth decil;575 Vejen;2004 2004;204542
9DC Ninth decil;575 Vejen;2004 2004;231343
10DC Tenth decil;575 Vejen;2004 2004;326363
1DC First decil;580 Aabenraa;2004 2004;72686
2DC Second decil;580 Aabenraa;2004 2004;112888
3DC Third decil;580 Aabenraa;2004 2004;128657
4DC Fourth decil;580 Aabenraa;2004 2004;144475
5DC Fifth decil;580 Aabenraa;2004 2004;159143
6DC Sixth decil;580 Aabenraa;2004 2004;173845
7DC Seventh decil;580 Aabenraa;2004 2004;189646
8DC Eigth decil;580 Aabenraa;2004 2004;208156
9DC Ninth decil;580 Aabenraa;2004 2004;237049
10DC Tenth decil;580 Aabenraa;2004 2004;369420
1DC First decil;607 Fredericia;2004 2004;81018
2DC Second decil;607 Fredericia;2004 2004;115579
3DC Third decil;607 Fredericia;2004 2004;132429
4DC Fourth decil;607 Fredericia;2004 2004;149218
5DC Fifth decil;607 Fredericia;2004 2004;164484
6DC Sixth decil;607 Fredericia;2004 2004;179661
7DC Seventh decil;607 Fredericia;2004 2004;195406
8DC Eigth decil;607 Fredericia;2004 2004;214676
9DC Ninth decil;607 Fredericia;2004 2004;242729
10DC Tenth decil;607 Fredericia;2004 2004;336790
1DC First decil;615 Horsens;2004 2004;70496
2DC Second decil;615 Horsens;2004 2004;112616
3DC Third decil;615 Horsens;2004 2004;128469
4DC Fourth decil;615 Horsens;2004 2004;145028
5DC Fifth decil;615 Horsens;2004 2004;160922
6DC Sixth decil;615 Horsens;2004 2004;175855
7DC Seventh decil;615 Horsens;2004 2004;191574
8DC Eigth decil;615 Horsens;2004 2004;210619
9DC Ninth decil;615 Horsens;2004 2004;237959
10DC Tenth decil;615 Horsens;2004 2004;347387
1DC First decil;621 Kolding;2004 2004;75143
2DC Second decil;621 Kolding;2004 2004;114454
3DC Third decil;621 Kolding;2004 2004;131699
4DC Fourth decil;621 Kolding;2004 2004;149871
5DC Fifth decil;621 Kolding;2004 2004;166185
6DC Sixth decil;621 Kolding;2004 2004;181435
7DC Seventh decil;621 Kolding;2004 2004;197565
8DC Eigth decil;621 Kolding;2004 2004;216911
9DC Ninth decil;621 Kolding;2004 2004;245932
10DC Tenth decil;621 Kolding;2004 2004;375273
1DC First decil;630 Vejle;2004 2004;76670
2DC Second decil;630 Vejle;2004 2004;117233
3DC Third decil;630 Vejle;2004 2004;135492
4DC Fourth decil;630 Vejle;2004 2004;153454
5DC Fifth decil;630 Vejle;2004 2004;169198
6DC Sixth decil;630 Vejle;2004 2004;184744
7DC Seventh decil;630 Vejle;2004 2004;201593
8DC Eigth decil;630 Vejle;2004 2004;222203
9DC Ninth decil;630 Vejle;2004 2004;252792
10DC Tenth decil;630 Vejle;2004 2004;375931
1DC First decil;657 Herning;2004 2004;75344
2DC Second decil;657 Herning;2004 2004;114935
3DC Third decil;657 Herning;2004 2004;132345
4DC Fourth decil;657 Herning;2004 2004;148840
5DC Fifth decil;657 Herning;2004 2004;163191
6DC Sixth decil;657 Herning;2004 2004;176848
