KOMMUNEDK;INDKN;TID;INDHOLD 
306 Odsherred;50 50 per cent of median income;2019 2019;6.7
320 Faxe;50 50 per cent of median income;2019 2019;6.6
329 Ringsted;50 50 per cent of median income;2019 2019;6.9
336 Stevns;50 50 per cent of median income;2019 2019;5.3
350 Lejre;50 50 per cent of median income;2019 2019;4.3
370 Næstved;50 50 per cent of median income;2019 2019;7.4
390 Vordingborg;50 50 per cent of median income;2019 2019;8.1
410 Middelfart;50 50 per cent of median income;2019 2019;4.8
430 Faaborg-Midtfyn;50 50 per cent of median income;2019 2019;5.7
450 Nyborg;50 50 per cent of median income;2019 2019;6.1
479 Svendborg;50 50 per cent of median income;2019 2019;8.2
482 Langeland;50 50 per cent of median income;2019 2019;7.7
510 Haderslev;50 50 per cent of median income;2019 2019;7.6
540 Sønderborg;50 50 per cent of median income;2019 2019;6.8
561 Esbjerg;50 50 per cent of median income;2019 2019;7.4
573 Varde;50 50 per cent of median income;2019 2019;5.4
580 Aabenraa;50 50 per cent of median income;2019 2019;7.2
615 Horsens;50 50 per cent of median income;2019 2019;6.8
630 Vejle;50 50 per cent of median income;2019 2019;6.1
661 Holstebro;50 50 per cent of median income;2019 2019;6.7
671 Struer;50 50 per cent of median income;2019 2019;6.0
707 Norddjurs;50 50 per cent of median income;2019 2019;7.7
727 Odder;50 50 per cent of median income;2019 2019;4.8
740 Silkeborg;50 50 per cent of median income;2019 2019;5.5
746 Skanderborg;50 50 per cent of median income;2019 2019;3.7
756 Ikast-Brande;50 50 per cent of median income;2019 2019;5.7
766 Hedensted;50 50 per cent of median income;2019 2019;4.4
779 Skive;50 50 per cent of median income;2019 2019;5.8
791 Viborg;50 50 per cent of median income;2019 2019;6.4
813 Frederikshavn;50 50 per cent of median income;2019 2019;6.1
825 Læsø;50 50 per cent of median income;2019 2019;4.6
846 Mariagerfjord;50 50 per cent of median income;2019 2019;6.5
851 Aalborg;50 50 per cent of median income;2019 2019;12.1
000 All Denmark;50 50 per cent of median income;2020 2020;8.7
147 Frederiksberg;50 50 per cent of median income;2020 2020;10.4
153 Brøndby;50 50 per cent of median income;2020 2020;10.6
157 Gentofte;50 50 per cent of median income;2020 2020;7.3
161 Glostrup;50 50 per cent of median income;2020 2020;7.6
165 Albertslund;50 50 per cent of median income;2020 2020;11.3
169 Høje-Taastrup;50 50 per cent of median income;2020 2020;9.0
175 Rødovre;50 50 per cent of median income;2020 2020;8.1
185 Tårnby;50 50 per cent of median income;2020 2020;6.3
190 Furesø;50 50 per cent of median income;2020 2020;4.9
210 Fredensborg;50 50 per cent of median income;2020 2020;5.7
219 Hillerød;50 50 per cent of median income;2020 2020;6.0
230 Rudersdal;50 50 per cent of median income;2020 2020;5.8
250 Frederikssund;50 50 per cent of median income;2020 2020;5.1
259 Køge;50 50 per cent of median income;2020 2020;6.3
265 Roskilde;50 50 per cent of median income;2020 2020;6.9
270 Gribskov;50 50 per cent of median income;2020 2020;5.5
316 Holbæk;50 50 per cent of median income;2020 2020;6.6
326 Kalundborg;50 50 per cent of median income;2020 2020;6.8
330 Slagelse;50 50 per cent of median income;2020 2020;9.0
340 Sorø;50 50 per cent of median income;2020 2020;6.1
360 Lolland;50 50 per cent of median income;2020 2020;9.1
376 Guldborgsund;50 50 per cent of median income;2020 2020;8.5
400 Bornholm;50 50 per cent of median income;2020 2020;6.3
420 Assens;50 50 per cent of median income;2020 2020;6.0
440 Kerteminde;50 50 per cent of median income;2020 2020;5.8
461 Odense;50 50 per cent of median income;2020 2020;13.9
480 Nordfyns;50 50 per cent of median income;2020 2020;5.9
492 Ærø;50 50 per cent of median income;2020 2020;9.1
530 Billund;50 50 per cent of median income;2020 2020;5.4
550 Tønder;50 50 per cent of median income;2020 2020;7.4
563 Fanø;50 50 per cent of median income;2020 2020;4.4
575 Vejen;50 50 per cent of median income;2020 2020;5.5
607 Fredericia;50 50 per cent of median income;2020 2020;7.5
621 Kolding;50 50 per cent of median income;2020 2020;7.2
657 Herning;50 50 per cent of median income;2020 2020;6.5
665 Lemvig;50 50 per cent of median income;2020 2020;5.4
706 Syddjurs;50 50 per cent of median income;2020 2020;5.4
710 Favrskov;50 50 per cent of median income;2020 2020;3.8
730 Randers;50 50 per cent of median income;2020 2020;7.7
741 Samsø;50 50 per cent of median income;2020 2020;5.9
751 Aarhus;50 50 per cent of median income;2020 2020;14.8
760 Ringkøbing-Skjern;50 50 per cent of median income;2020 2020;5.1
000 All Denmark;60 60 per cent of median income;2014 2014;12.8
147 Frederiksberg;60 60 per cent of median income;2014 2014;16.3
153 Brøndby;60 60 per cent of median income;2014 2014;15.7
157 Gentofte;60 60 per cent of median income;2014 2014;9.4
161 Glostrup;60 60 per cent of median income;2014 2014;11.8
165 Albertslund;60 60 per cent of median income;2014 2014;17.7
169 Høje-Taastrup;60 60 per cent of median income;2014 2014;13.9
175 Rødovre;60 60 per cent of median income;2014 2014;12.4
185 Tårnby;60 60 per cent of median income;2014 2014;9.1
190 Furesø;60 60 per cent of median income;2014 2014;6.8
210 Fredensborg;60 60 per cent of median income;2014 2014;8.9
219 Hillerød;60 60 per cent of median income;2014 2014;8.2
230 Rudersdal;60 60 per cent of median income;2014 2014;7.4
250 Frederikssund;60 60 per cent of median income;2014 2014;7.8
259 Køge;60 60 per cent of median income;2014 2014;9.5
265 Roskilde;60 60 per cent of median income;2014 2014;10.5
270 Gribskov;60 60 per cent of median income;2014 2014;7.9
316 Holbæk;60 60 per cent of median income;2014 2014;10.2
326 Kalundborg;60 60 per cent of median income;2014 2014;10.8
330 Slagelse;60 60 per cent of median income;2014 2014;13.2
340 Sorø;60 60 per cent of median income;2014 2014;9.0
360 Lolland;60 60 per cent of median income;2014 2014;14.5
376 Guldborgsund;60 60 per cent of median income;2014 2014;12.9
400 Bornholm;60 60 per cent of median income;2014 2014;10.5
420 Assens;60 60 per cent of median income;2014 2014;9.5
440 Kerteminde;60 60 per cent of median income;2014 2014;8.9
461 Odense;60 60 per cent of median income;2014 2014;18.7
480 Nordfyns;60 60 per cent of median income;2014 2014;8.7
492 Ærø;60 60 per cent of median income;2014 2014;13.2
530 Billund;60 60 per cent of median income;2014 2014;9.1
550 Tønder;60 60 per cent of median income;2014 2014;12.5
563 Fanø;60 60 per cent of median income;2014 2014;6.5
575 Vejen;60 60 per cent of median income;2014 2014;10.1
607 Fredericia;60 60 per cent of median income;2014 2014;12.6
621 Kolding;60 60 per cent of median income;2014 2014;11.0
657 Herning;60 60 per cent of median income;2014 2014;10.4
665 Lemvig;60 60 per cent of median income;2014 2014;9.2
706 Syddjurs;60 60 per cent of median income;2014 2014;8.2
710 Favrskov;60 60 per cent of median income;2014 2014;6.4
730 Randers;60 60 per cent of median income;2014 2014;12.0
741 Samsø;60 60 per cent of median income;2014 2014;10.8
751 Aarhus;60 60 per cent of median income;2014 2014;19.3
760 Ringkøbing-Skjern;60 60 per cent of median income;2014 2014;8.7
773 Morsø;60 60 per cent of median income;2014 2014;11.8
787 Thisted;60 60 per cent of median income;2014 2014;11.2
810 Brønderslev;60 60 per cent of median income;2014 2014;10.1
820 Vesthimmerlands;60 60 per cent of median income;2014 2014;11.3
840 Rebild;60 60 per cent of median income;2014 2014;7.2
849 Jammerbugt;60 60 per cent of median income;2014 2014;9.2
860 Hjørring;60 60 per cent of median income;2014 2014;11.0
101 Copenhagen;60 60 per cent of median income;2015 2015;24.1
151 Ballerup;60 60 per cent of median income;2015 2015;10.8
155 Dragør;60 60 per cent of median income;2015 2015;5.6
159 Gladsaxe;60 60 per cent of median income;2015 2015;13.2
163 Herlev;60 60 per cent of median income;2015 2015;11.2
167 Hvidovre;60 60 per cent of median income;2015 2015;12.4
173 Lyngby-Taarbæk;60 60 per cent of median income;2015 2015;10.9
183 Ishøj;60 60 per cent of median income;2015 2015;16.9
187 Vallensbæk;60 60 per cent of median income;2015 2015;8.8
201 Allerød;60 60 per cent of median income;2015 2015;4.8
217 Helsingør;60 60 per cent of median income;2015 2015;10.4
223 Hørsholm;60 60 per cent of median income;2015 2015;6.7
240 Egedal;60 60 per cent of median income;2015 2015;4.8
253 Greve;60 60 per cent of median income;2015 2015;7.7
260 Halsnæs;60 60 per cent of median income;2015 2015;9.2
269 Solrød;60 60 per cent of median income;2015 2015;6.3
306 Odsherred;60 60 per cent of median income;2015 2015;10.7
320 Faxe;60 60 per cent of median income;2015 2015;10.5
329 Ringsted;60 60 per cent of median income;2015 2015;10.8
336 Stevns;60 60 per cent of median income;2015 2015;8.6
350 Lejre;60 60 per cent of median income;2015 2015;6.7
370 Næstved;60 60 per cent of median income;2015 2015;11.4
390 Vordingborg;60 60 per cent of median income;2015 2015;12.2
410 Middelfart;60 60 per cent of median income;2015 2015;8.0
430 Faaborg-Midtfyn;60 60 per cent of median income;2015 2015;9.3
450 Nyborg;60 60 per cent of median income;2015 2015;10.2
479 Svendborg;60 60 per cent of median income;2015 2015;12.7
482 Langeland;60 60 per cent of median income;2015 2015;13.6
510 Haderslev;60 60 per cent of median income;2015 2015;12.5
540 Sønderborg;60 60 per cent of median income;2015 2015;12.1
561 Esbjerg;60 60 per cent of median income;2015 2015;12.4
573 Varde;60 60 per cent of median income;2015 2015;9.4
580 Aabenraa;60 60 per cent of median income;2015 2015;12.3
615 Horsens;60 60 per cent of median income;2015 2015;11.7
630 Vejle;60 60 per cent of median income;2015 2015;9.8
661 Holstebro;60 60 per cent of median income;2015 2015;10.3
671 Struer;60 60 per cent of median income;2015 2015;10.8
707 Norddjurs;60 60 per cent of median income;2015 2015;12.8
727 Odder;60 60 per cent of median income;2015 2015;7.9
740 Silkeborg;60 60 per cent of median income;2015 2015;9.1
746 Skanderborg;60 60 per cent of median income;2015 2015;6.0
756 Ikast-Brande;60 60 per cent of median income;2015 2015;9.2
101 Copenhagen;50 50 per cent of median income;2024 2024;13.7
151 Ballerup;50 50 per cent of median income;2024 2024;6.4
155 Dragør;50 50 per cent of median income;2024 2024;3.4
159 Gladsaxe;50 50 per cent of median income;2024 2024;7.6
163 Herlev;50 50 per cent of median income;2024 2024;6.9
167 Hvidovre;50 50 per cent of median income;2024 2024;7.0
173 Lyngby-Taarbæk;50 50 per cent of median income;2024 2024;8.2
183 Ishøj;50 50 per cent of median income;2024 2024;9.2
187 Vallensbæk;50 50 per cent of median income;2024 2024;7.2
201 Allerød;50 50 per cent of median income;2024 2024;3.4
217 Helsingør;50 50 per cent of median income;2024 2024;5.6
223 Hørsholm;50 50 per cent of median income;2024 2024;4.7
240 Egedal;50 50 per cent of median income;2024 2024;3.7
253 Greve;50 50 per cent of median income;2024 2024;5.4
260 Halsnæs;50 50 per cent of median income;2024 2024;5.5
269 Solrød;50 50 per cent of median income;2024 2024;3.5
306 Odsherred;50 50 per cent of median income;2024 2024;6.4
320 Faxe;50 50 per cent of median income;2024 2024;6.2
329 Ringsted;50 50 per cent of median income;2024 2024;5.9
336 Stevns;50 50 per cent of median income;2024 2024;5.0
350 Lejre;50 50 per cent of median income;2024 2024;4.2
370 Næstved;50 50 per cent of median income;2024 2024;6.8
390 Vordingborg;50 50 per cent of median income;2024 2024;7.3
410 Middelfart;50 50 per cent of median income;2024 2024;4.7
430 Faaborg-Midtfyn;50 50 per cent of median income;2024 2024;5.2
450 Nyborg;50 50 per cent of median income;2024 2024;6.3
479 Svendborg;50 50 per cent of median income;2024 2024;7.6
482 Langeland;50 50 per cent of median income;2024 2024;7.7
510 Haderslev;50 50 per cent of median income;2024 2024;7.1
540 Sønderborg;50 50 per cent of median income;2024 2024;7.8
561 Esbjerg;50 50 per cent of median income;2024 2024;6.1
573 Varde;50 50 per cent of median income;2024 2024;4.8
580 Aabenraa;50 50 per cent of median income;2024 2024;7.2
615 Horsens;50 50 per cent of median income;2024 2024;6.0
630 Vejle;50 50 per cent of median income;2024 2024;5.7
661 Holstebro;50 50 per cent of median income;2024 2024;6.0
671 Struer;50 50 per cent of median income;2024 2024;6.0
707 Norddjurs;50 50 per cent of median income;2024 2024;7.0
727 Odder;50 50 per cent of median income;2024 2024;4.6
740 Silkeborg;50 50 per cent of median income;2024 2024;4.8
746 Skanderborg;50 50 per cent of median income;2024 2024;3.4
756 Ikast-Brande;50 50 per cent of median income;2024 2024;6.5
766 Hedensted;50 50 per cent of median income;2024 2024;4.4
779 Skive;50 50 per cent of median income;2024 2024;5.3
791 Viborg;50 50 per cent of median income;2024 2024;6.2
813 Frederikshavn;50 50 per cent of median income;2024 2024;6.1
825 Læsø;50 50 per cent of median income;2024 2024;5.5
846 Mariagerfjord;50 50 per cent of median income;2024 2024;5.8
851 Aalborg;50 50 per cent of median income;2024 2024;10.3
000 All Denmark;50 50 per cent of median income;2023 2023;8.0
147 Frederiksberg;50 50 per cent of median income;2023 2023;9.7
153 Brøndby;50 50 per cent of median income;2023 2023;10.0
157 Gentofte;50 50 per cent of median income;2023 2023;7.1
161 Glostrup;50 50 per cent of median income;2023 2023;7.2
165 Albertslund;50 50 per cent of median income;2023 2023;9.5
169 Høje-Taastrup;50 50 per cent of median income;2023 2023;8.7
175 Rødovre;50 50 per cent of median income;2023 2023;7.8
185 Tårnby;50 50 per cent of median income;2023 2023;5.7
190 Furesø;50 50 per cent of median income;2023 2023;4.4
210 Fredensborg;50 50 per cent of median income;2023 2023;5.4
219 Hillerød;50 50 per cent of median income;2023 2023;5.8
230 Rudersdal;50 50 per cent of median income;2023 2023;5.2
250 Frederikssund;50 50 per cent of median income;2023 2023;4.9
259 Køge;50 50 per cent of median income;2023 2023;6.2
265 Roskilde;50 50 per cent of median income;2023 2023;5.9
270 Gribskov;50 50 per cent of median income;2023 2023;5.7
316 Holbæk;50 50 per cent of median income;2023 2023;5.8
326 Kalundborg;50 50 per cent of median income;2023 2023;5.9
330 Slagelse;50 50 per cent of median income;2023 2023;7.6
340 Sorø;50 50 per cent of median income;2023 2023;5.5
360 Lolland;50 50 per cent of median income;2023 2023;7.5
376 Guldborgsund;50 50 per cent of median income;2023 2023;7.8
400 Bornholm;50 50 per cent of median income;2023 2023;6.3
420 Assens;50 50 per cent of median income;2023 2023;5.5
440 Kerteminde;50 50 per cent of median income;2023 2023;5.4
461 Odense;50 50 per cent of median income;2023 2023;12.1
480 Nordfyns;50 50 per cent of median income;2023 2023;6.0
492 Ærø;50 50 per cent of median income;2023 2023;10.3
530 Billund;50 50 per cent of median income;2023 2023;4.9
550 Tønder;50 50 per cent of median income;2023 2023;8.0
563 Fanø;50 50 per cent of median income;2023 2023;4.4
575 Vejen;50 50 per cent of median income;2023 2023;4.8
607 Fredericia;50 50 per cent of median income;2023 2023;7.1
621 Kolding;50 50 per cent of median income;2023 2023;6.8
657 Herning;50 50 per cent of median income;2023 2023;5.8
